"","PUBID_1997","KEY_SEX_1997","KEY_BDATE_M_1997","KEY_BDATE_Y_1997","CV_SAMPLE_TYPE_1997","SAMPLING_WEIGHT_CC_1997","CV_HGC_RES_DAD_1997","CV_HGC_RES_MOM_1997","KEY_RACE_ETHNICITY_1997","CV_HIGHEST_DEGREE_EVER_EDT_2017","SAMPLING_WEIGHT_CC_2017","degree_label","race"
"3274",4550,2,5,1984,1,292458,16,18,4,4,372448,"BA","Non-Black/Non-Hispanic"
"3275",4551,1,5,1984,1,300159,14,14,4,2,415637,"HS Diploma","Non-Black/Non-Hispanic"
"3276",4552,2,9,1981,1,270870,14,14,4,4,376078,"BA","Non-Black/Non-Hispanic"
"3277",4553,2,1,1984,1,306756,14,14,4,4,390657,"BA","Non-Black/Non-Hispanic"
"3278",4554,2,5,1982,1,298404,12,12,4,1,371864,"GED","Non-Black/Non-Hispanic"
"3279",4556,2,3,1982,1,298404,NA,13,4,2,371864,"HS Diploma","Non-Black/Non-Hispanic"
"3280",4557,2,8,1984,1,296967,15,12,4,4,378190,"BA","Non-Black/Non-Hispanic"
"3281",4558,2,11,1982,1,305981,NA,12,4,1,381306,"GED","Non-Black/Non-Hispanic"
"3282",4559,2,11,1981,1,277748,NA,12,4,2,385627,"HS Diploma","Non-Black/Non-Hispanic"
"3283",4560,2,9,1983,1,295617,NA,12,4,3,380957,"AA","Non-Black/Non-Hispanic"
"3284",4562,1,11,1983,1,273898,14,12,4,2,381801,"HS Diploma","Non-Black/Non-Hispanic"
"3285",4565,2,9,1984,1,287584,12,12,4,2,366241,"HS Diploma","Non-Black/Non-Hispanic"
"3286",4567,1,1,1983,1,250421,12,12,4,2,349075,"HS Diploma","Non-Black/Non-Hispanic"
"3287",4568,2,8,1981,1,253941,NA,12,4,4,352573,"BA","Non-Black/Non-Hispanic"
"3288",4572,1,10,1980,1,310710,NA,12,3,1,457516,"GED","Mixed Race"
"3289",4573,1,10,1984,1,292655,16,14,4,2,405246,"HS Diploma","Non-Black/Non-Hispanic"
"3290",4574,1,6,1983,1,260438,NA,18,4,4,363038,"BA","Non-Black/Non-Hispanic"
"3291",4576,1,10,1983,1,254460,NA,11,4,2,354706,"HS Diploma","Non-Black/Non-Hispanic"
"3292",4577,1,10,1984,1,285938,NA,11,4,4,395945,"BA","Non-Black/Non-Hispanic"
"3293",4578,2,7,1981,1,258037,18,NA,4,2,358260,"HS Diploma","Non-Black/Non-Hispanic"
"3294",4579,2,5,1981,1,258037,NA,12,4,2,358260,"HS Diploma","Non-Black/Non-Hispanic"
"3295",4580,1,11,1983,1,254460,NA,12,4,2,354706,"HS Diploma","Non-Black/Non-Hispanic"
"3296",4581,2,1,1982,1,284266,18,14,4,3,354245,"AA","Non-Black/Non-Hispanic"
"3297",4583,2,11,1982,1,279754,NA,16,4,4,348622,"BA","Non-Black/Non-Hispanic"
"3298",4584,2,10,1982,1,279754,NA,NA,4,4,348622,"BA","Non-Black/Non-Hispanic"
"3299",4585,1,2,1982,1,303896,12,12,4,2,437421,"HS Diploma","Non-Black/Non-Hispanic"
"3300",4586,1,7,1982,1,303896,14,14,4,1,437421,"GED","Non-Black/Non-Hispanic"
"3301",4588,2,11,1980,1,349989,8,10,4,2,480675,"HS Diploma","Non-Black/Non-Hispanic"
"3302",4591,1,9,1981,1,291385,12,12,4,3,406729,"AA","Non-Black/Non-Hispanic"
"3303",4592,1,2,1984,1,242117,11,14,2,2,316034,"HS Diploma","Hispanic"
"3304",4593,2,12,1983,1,276029,NA,NA,4,1,355714,"GED","Non-Black/Non-Hispanic"
"3305",4594,2,3,1984,1,213495,19,20,3,2,276498,"HS Diploma","Mixed Race"
"3306",4595,2,11,1984,1,293703,12,12,4,2,374033,"HS Diploma","Non-Black/Non-Hispanic"
"3307",4596,1,3,1980,1,305116,11,18,4,1,449280,"GED","Non-Black/Non-Hispanic"
"3308",4597,2,4,1982,1,285706,15,14,4,4,356040,"BA","Non-Black/Non-Hispanic"
"3309",4598,2,6,1983,1,276029,15,14,4,2,355714,"HS Diploma","Non-Black/Non-Hispanic"
"3310",4599,2,8,1983,1,276029,12,12,4,3,355714,"AA","Non-Black/Non-Hispanic"
"3311",4600,1,4,1980,1,305116,NA,12,4,4,449280,"BA","Non-Black/Non-Hispanic"
"3312",4601,2,10,1980,1,314483,12,12,4,4,431911,"BA","Non-Black/Non-Hispanic"
"3313",4602,1,2,1983,1,250421,12,12,4,2,349075,"HS Diploma","Non-Black/Non-Hispanic"
"3314",4603,2,10,1983,1,270278,NA,16,4,4,348303,"BA","Non-Black/Non-Hispanic"
"3315",4606,1,10,1983,1,250421,12,NA,4,1,349075,"GED","Non-Black/Non-Hispanic"
"3316",4607,2,3,1984,1,287584,NA,12,4,2,366241,"HS Diploma","Non-Black/Non-Hispanic"
"3317",4608,2,3,1983,1,270278,11,10,4,2,348303,"HS Diploma","Non-Black/Non-Hispanic"
"3318",4611,2,1,1983,1,296019,11,13,4,2,381475,"HS Diploma","Non-Black/Non-Hispanic"
"3319",4613,1,11,1980,1,327213,12,16,3,2,481817,"HS Diploma","Mixed Race"
"3320",4614,1,3,1981,1,255141,11,10,2,2,353367,"HS Diploma","Hispanic"
"3321",4615,1,1,1982,1,279491,16,14,4,2,402293,"HS Diploma","Non-Black/Non-Hispanic"
"3322",4617,1,1,1981,1,267985,14,12,4,2,374065,"HS Diploma","Non-Black/Non-Hispanic"
"3323",4618,2,8,1983,1,276638,14,12,4,2,356499,"HS Diploma","Non-Black/Non-Hispanic"
"3324",4620,2,8,1983,1,276638,10,14,4,4,356499,"BA","Non-Black/Non-Hispanic"
"3325",4621,2,6,1983,1,276638,14,13,1,2,356499,"HS Diploma","Black"
"3326",4622,1,6,1982,1,279491,NA,14,4,2,402293,"HS Diploma","Non-Black/Non-Hispanic"
"3327",4623,1,2,1984,1,288021,NA,14,4,2,398828,"HS Diploma","Non-Black/Non-Hispanic"
"3328",4624,1,8,1983,1,256313,14,13,4,3,357289,"AA","Non-Black/Non-Hispanic"
"3329",4626,2,6,1982,1,286336,13,15,4,2,356825,"HS Diploma","Non-Black/Non-Hispanic"
"3330",4628,2,2,1980,1,335925,NA,12,4,2,461359,"HS Diploma","Non-Black/Non-Hispanic"
"3331",4629,1,4,1981,1,279676,17,14,4,5,390384,"MA","Non-Black/Non-Hispanic"
"3332",4630,2,1,1984,1,307192,17,14,4,5,391212,"MA","Non-Black/Non-Hispanic"
"3333",4633,2,11,1983,1,297306,13,13,3,2,383134,"HS Diploma","Mixed Race"
"3334",4634,2,9,1982,1,307729,7,12,4,3,383484,"AA","Non-Black/Non-Hispanic"
"3335",4635,2,11,1983,1,297306,7,12,4,2,383134,"HS Diploma","Non-Black/Non-Hispanic"
"3336",4637,1,12,1981,1,233727,14,12,2,2,323709,"HS Diploma","Hispanic"
"3337",4638,1,9,1983,1,206562,14,12,2,0,312339,"None","Hispanic"
"3338",4639,1,6,1983,1,243500,NA,14,1,1,345798,"GED","Black"
"3339",4640,1,1,1981,1,267168,NA,17,4,2,372925,"HS Diploma","Non-Black/Non-Hispanic"
"3340",4643,1,2,1980,1,303218,16,NA,4,4,446486,"BA","Non-Black/Non-Hispanic"
"3341",4645,1,2,1983,1,254158,NA,16,4,4,354285,"BA","Non-Black/Non-Hispanic"
"3342",4646,1,10,1983,1,254158,16,NA,4,6,354285,"PhD","Non-Black/Non-Hispanic"
"3343",4647,2,9,1982,1,283929,19,19,4,4,353826,"BA","Non-Black/Non-Hispanic"
"3344",4648,2,7,1984,1,291876,19,19,4,4,371707,"BA","Non-Black/Non-Hispanic"
"3345",4649,2,4,1981,1,271454,NA,14,4,3,376889,"AA","Non-Black/Non-Hispanic"
"3346",4650,2,3,1980,1,95761,NA,NA,1,1,115280,"GED","Black"
"3347",4651,2,5,1983,1,113928,NA,NA,1,0,142047,"None","Black"
"3348",4654,1,9,1982,1,107652,10,12,1,4,141623,"BA","Black"
"3349",4655,2,7,1981,1,253941,12,12,4,3,352573,"AA","Non-Black/Non-Hispanic"
"3350",4656,2,2,1980,1,95761,12,12,1,2,115280,"HS Diploma","Black"
"3351",4657,2,7,1982,1,120792,12,12,1,2,144436,"HS Diploma","Black"
"3352",4658,2,1,1980,1,95761,NA,13,1,2,115280,"HS Diploma","Black"
"3353",4660,1,2,1980,1,258972,NA,12,1,0,375611,"None","Black"
"3354",4661,1,10,1980,1,310033,NA,NA,4,2,456520,"HS Diploma","Non-Black/Non-Hispanic"
"3355",4663,1,10,1980,1,310033,14,12,4,2,456520,"HS Diploma","Non-Black/Non-Hispanic"
"3356",4664,2,10,1984,1,298436,NA,12,4,2,380061,"HS Diploma","Non-Black/Non-Hispanic"
"3357",4666,1,4,1982,1,283370,NA,11,4,2,407876,"HS Diploma","Non-Black/Non-Hispanic"
"3358",4668,1,3,1982,1,243694,10,14,2,2,332449,"HS Diploma","Hispanic"
"3359",4669,1,11,1983,1,285363,12,12,4,2,397784,"HS Diploma","Non-Black/Non-Hispanic"
"3360",4670,2,12,1981,1,197265,12,13,2,2,240324,"HS Diploma","Hispanic"
"3361",4671,2,9,1983,1,224067,12,13,2,2,299688,"HS Diploma","Hispanic"
"3362",4673,2,7,1984,1,327712,NA,16,4,3,417344,"AA","Non-Black/Non-Hispanic"
"3363",4674,2,11,1982,1,292766,NA,11,4,2,364837,"HS Diploma","Non-Black/Non-Hispanic"
"3364",4675,2,11,1980,1,192759,NA,11,1,2,232047,"HS Diploma","Black"
"3365",4676,2,4,1981,1,265752,NA,NA,4,2,368972,"HS Diploma","Non-Black/Non-Hispanic"
"3366",4677,2,12,1982,1,292766,NA,NA,4,2,364837,"HS Diploma","Non-Black/Non-Hispanic"
"3367",4678,2,5,1981,1,173110,14,13,2,2,210896,"HS Diploma","Hispanic"
"3368",4679,1,1,1983,1,202431,14,13,2,2,306092,"HS Diploma","Hispanic"
"3369",4680,1,8,1982,1,273066,NA,14,4,2,393045,"HS Diploma","Non-Black/Non-Hispanic"
"3370",4681,1,7,1984,1,294190,12,19,4,2,407372,"HS Diploma","Non-Black/Non-Hispanic"
"3371",4683,2,12,1981,1,265484,NA,NA,3,2,368599,"HS Diploma","Mixed Race"
"3372",4684,2,9,1983,1,282564,NA,NA,3,3,364135,"AA","Mixed Race"
"3373",4687,2,12,1984,1,287584,12,11,4,2,366241,"HS Diploma","Non-Black/Non-Hispanic"
"3374",4688,2,9,1980,1,314483,7,3,4,4,431911,"BA","Non-Black/Non-Hispanic"
"3375",4690,1,4,1980,1,298759,NA,11,4,1,439920,"GED","Non-Black/Non-Hispanic"
"3376",4691,1,3,1983,1,250421,NA,11,4,2,349075,"HS Diploma","Non-Black/Non-Hispanic"
"3377",4692,1,1,1980,1,298759,12,11,4,0,439920,"None","Non-Black/Non-Hispanic"
"3378",4693,1,6,1981,1,100654,12,NA,2,2,139405,"HS Diploma","Hispanic"
"3379",4694,2,6,1984,1,83226,12,NA,2,3,107786,"AA","Hispanic"
"3380",4695,2,2,1980,1,102724,NA,NA,2,2,146272,"HS Diploma","Hispanic"
"3381",4696,2,2,1981,1,77761,12,7,2,2,94735,"HS Diploma","Hispanic"
"3382",4697,2,3,1984,1,293975,NA,13,4,5,374379,"MA","Non-Black/Non-Hispanic"
"3383",4699,2,8,1981,1,77761,3,6,2,3,94735,"AA","Hispanic"
"3384",4700,2,10,1982,1,85570,3,6,2,4,111871,"BA","Hispanic"
"3385",4701,1,10,1984,1,88538,NA,NA,2,2,115568,"HS Diploma","Hispanic"
"3386",4702,1,4,1984,1,88538,10,14,2,4,115568,"BA","Hispanic"
"3387",4703,1,8,1982,1,279134,12,13,3,2,401779,"HS Diploma","Mixed Race"
"3388",4707,2,9,1984,1,196747,12,12,2,3,254807,"AA","Hispanic"
"3389",4708,2,3,1982,1,290618,12,11,4,2,362161,"HS Diploma","Non-Black/Non-Hispanic"
"3390",4711,2,9,1982,1,290618,13,13,4,3,362161,"AA","Non-Black/Non-Hispanic"
"3391",4714,2,5,1981,1,263803,12,14,4,2,366266,"HS Diploma","Non-Black/Non-Hispanic"
"3392",4715,2,1,1982,1,197891,NA,15,2,2,258715,"HS Diploma","Hispanic"
"3393",4716,2,6,1984,1,298752,14,13,4,2,380464,"HS Diploma","Non-Black/Non-Hispanic"
"3394",4717,1,8,1980,1,251766,2,2,2,2,356297,"HS Diploma","Hispanic"
"3395",4718,2,9,1981,1,179832,2,2,2,2,219086,"HS Diploma","Hispanic"
"3396",4719,2,3,1980,1,326696,18,16,4,5,448684,"MA","Non-Black/Non-Hispanic"
"3397",4721,2,2,1980,1,326696,NA,14,4,2,448684,"HS Diploma","Non-Black/Non-Hispanic"
"3398",4722,2,4,1982,1,290618,NA,14,4,2,362161,"HS Diploma","Non-Black/Non-Hispanic"
"3399",4723,2,7,1982,1,290618,17,18,4,4,362161,"BA","Non-Black/Non-Hispanic"
"3400",4726,2,7,1981,1,263803,NA,NA,4,2,366266,"HS Diploma","Non-Black/Non-Hispanic"
"3401",4728,2,4,1982,1,290618,13,13,4,2,362161,"HS Diploma","Non-Black/Non-Hispanic"
"3402",4731,1,5,1981,1,280091,18,17,4,5,390964,"MA","Non-Black/Non-Hispanic"
"3403",4732,2,10,1983,1,289135,18,17,4,4,372603,"BA","Non-Black/Non-Hispanic"
"3404",4733,2,1,1984,1,89032,NA,11,2,2,115306,"HS Diploma","Hispanic"
"3405",4736,1,8,1984,1,301032,10,14,4,2,416845,"HS Diploma","Non-Black/Non-Hispanic"
"3406",4737,1,2,1982,1,292117,14,12,4,2,420466,"HS Diploma","Non-Black/Non-Hispanic"
"3407",4739,2,3,1982,1,89550,12,17,2,6,117074,"PhD","Hispanic"
"3408",4740,1,8,1980,1,113930,12,12,2,4,161232,"BA","Hispanic"
"3409",4743,1,10,1982,1,97339,14,12,1,2,128056,"HS Diploma","Black"
"3410",4745,1,1,1983,1,95162,NA,12,2,2,143893,"HS Diploma","Hispanic"
"3411",4747,2,1,1980,1,86588,20,20,1,4,104236,"BA","Black"
"3412",4748,2,1,1983,1,289135,16,14,4,2,372603,"HS Diploma","Non-Black/Non-Hispanic"
"3413",4749,1,4,1980,1,312986,12,NA,4,1,460868,"GED","Non-Black/Non-Hispanic"
"3414",4750,1,12,1982,1,286069,12,12,4,2,411761,"HS Diploma","Non-Black/Non-Hispanic"
"3415",4751,1,11,1981,1,274292,19,17,4,4,382869,"BA","Non-Black/Non-Hispanic"
"3416",4752,1,2,1981,1,274292,12,12,4,2,382869,"HS Diploma","Non-Black/Non-Hispanic"
"3417",4753,2,6,1982,1,293075,12,12,4,4,365223,"BA","Non-Black/Non-Hispanic"
"3418",4754,2,10,1981,1,266033,11,12,4,2,369363,"HS Diploma","Non-Black/Non-Hispanic"
"3419",4755,2,11,1980,1,244894,NA,17,2,4,348712,"BA","Hispanic"
"3420",4758,2,6,1980,1,192963,12,14,1,2,232293,"HS Diploma","Black"
"3421",4759,1,5,1981,1,274292,NA,9,4,2,382869,"HS Diploma","Non-Black/Non-Hispanic"
"3422",4760,2,12,1984,1,301279,NA,9,4,1,383681,"GED","Non-Black/Non-Hispanic"
"3423",4761,2,11,1983,1,283149,14,NA,4,1,364889,"GED","Non-Black/Non-Hispanic"
"3424",4762,1,10,1984,1,206485,NA,12,2,5,269523,"MA","Hispanic"
"3425",4763,1,4,1983,1,262346,NA,14,4,4,365698,"BA","Non-Black/Non-Hispanic"
"3426",4764,1,1,1981,1,242795,NA,7,2,2,336269,"HS Diploma","Hispanic"
"3427",4765,1,6,1981,1,275251,16,NA,4,2,384208,"HS Diploma","Non-Black/Non-Hispanic"
"3428",4768,2,9,1982,1,89441,12,9,2,2,116931,"HS Diploma","Hispanic"
"3429",4769,1,7,1980,1,298759,12,13,4,4,439920,"BA","Non-Black/Non-Hispanic"
"3430",4771,2,11,1983,1,270278,16,NA,4,2,348303,"HS Diploma","Non-Black/Non-Hispanic"
"3431",4772,2,1,1984,1,89468,11,14,2,2,115870,"HS Diploma","Hispanic"
"3432",4773,2,12,1980,1,110429,NA,6,2,2,157242,"HS Diploma","Hispanic"
"3433",4774,1,3,1983,1,95627,NA,6,2,2,144597,"HS Diploma","Hispanic"
"3434",4775,2,11,1983,1,92887,3,12,2,2,124236,"HS Diploma","Hispanic"
"3435",4776,1,7,1983,1,95627,NA,2,2,4,144597,"BA","Hispanic"
"3436",4777,2,12,1980,1,110429,NA,6,2,2,157242,"HS Diploma","Hispanic"
"3437",4778,2,7,1981,1,84523,NA,2,2,0,102973,"None","Hispanic"
"3438",4779,2,1,1983,1,96007,12,12,2,2,128409,"HS Diploma","Hispanic"
"3439",4780,1,3,1980,1,118333,13,8,2,2,167463,"HS Diploma","Hispanic"
"3440",4781,1,2,1980,1,331955,NA,11,4,2,488800,"HS Diploma","Non-Black/Non-Hispanic"
"3441",4782,1,2,1981,1,111838,NA,9,2,4,154894,"BA","Hispanic"
"3442",4783,2,11,1982,1,93011,NA,9,2,3,121599,"AA","Hispanic"
"3443",4784,2,11,1983,1,96007,6,6,2,2,128409,"HS Diploma","Hispanic"
"3444",4785,2,2,1980,1,114138,12,12,2,2,162524,"HS Diploma","Hispanic"
"3445",4786,2,11,1983,1,96007,12,12,2,2,128409,"HS Diploma","Hispanic"
"3446",4787,1,6,1982,1,323221,18,15,4,2,465236,"HS Diploma","Non-Black/Non-Hispanic"
"3447",4788,1,9,1980,1,353634,12,16,4,6,520721,"PhD","Non-Black/Non-Hispanic"
"3448",4789,2,4,1982,1,331137,12,16,4,4,412655,"BA","Non-Black/Non-Hispanic"
"3449",4790,1,7,1983,1,260241,NA,13,4,2,362765,"HS Diploma","Non-Black/Non-Hispanic"
"3450",4792,2,3,1982,1,290725,15,14,4,4,362294,"BA","Non-Black/Non-Hispanic"
"3451",4793,1,6,1980,1,310475,17,16,4,4,457171,"BA","Non-Black/Non-Hispanic"
"3452",4795,2,2,1981,1,87935,4,12,2,1,107129,"GED","Hispanic"
"3453",4796,2,8,1981,1,263899,12,14,4,3,366400,"AA","Non-Black/Non-Hispanic"
"3454",4797,2,1,1984,1,298862,14,16,4,3,380603,"AA","Non-Black/Non-Hispanic"
"3455",4798,1,11,1984,1,100121,20,13,2,4,130687,"BA","Hispanic"
"3456",4799,1,4,1981,1,278188,16,14,4,3,388308,"AA","Non-Black/Non-Hispanic"
"3457",4801,2,4,1983,1,287171,14,13,4,2,370072,"HS Diploma","Non-Black/Non-Hispanic"
"3458",4804,2,1,1982,1,283993,12,12,4,4,353904,"BA","Non-Black/Non-Hispanic"
"3459",4805,1,4,1983,1,250421,NA,11,4,2,349075,"HS Diploma","Non-Black/Non-Hispanic"
"3460",4808,1,9,1980,1,298759,NA,9,4,2,439920,"HS Diploma","Non-Black/Non-Hispanic"
"3461",4809,2,8,1984,1,287584,12,11,4,0,366241,"None","Non-Black/Non-Hispanic"
"3462",4810,1,3,1982,1,273066,12,11,4,1,393045,"GED","Non-Black/Non-Hispanic"
"3463",4811,2,8,1984,1,287584,12,11,4,2,366241,"HS Diploma","Non-Black/Non-Hispanic"
"3464",4812,2,12,1983,1,308889,13,16,4,5,398061,"MA","Non-Black/Non-Hispanic"
"3465",4813,1,4,1982,1,312075,16,18,4,4,449194,"BA","Non-Black/Non-Hispanic"
"3466",4814,1,3,1983,1,286195,20,12,4,5,398943,"MA","Non-Black/Non-Hispanic"
"3467",4815,2,10,1983,1,308889,20,20,4,6,398061,"PhD","Non-Black/Non-Hispanic"
"3468",4817,1,3,1981,1,266764,17,13,4,3,372362,"AA","Non-Black/Non-Hispanic"
"3469",4818,1,1,1984,1,286709,14,14,4,4,397012,"BA","Non-Black/Non-Hispanic"
"3470",4819,1,1,1982,1,278218,5,20,4,1,400461,"GED","Non-Black/Non-Hispanic"
"3471",4820,1,3,1982,1,278218,NA,14,4,2,400461,"HS Diploma","Non-Black/Non-Hispanic"
"3472",4821,2,11,1983,1,275378,NA,14,4,5,354875,"MA","Non-Black/Non-Hispanic"
"3473",4826,1,4,1980,1,304396,16,14,4,5,448220,"MA","Non-Black/Non-Hispanic"
"3474",4827,1,7,1981,1,266764,16,14,4,4,372362,"BA","Non-Black/Non-Hispanic"
"3475",4828,2,4,1981,1,258732,12,12,4,5,359226,"MA","Non-Black/Non-Hispanic"
"3476",4830,1,10,1983,1,255146,20,18,4,4,355662,"BA","Non-Black/Non-Hispanic"
"3477",4831,1,12,1981,1,267775,12,NA,4,1,373772,"GED","Non-Black/Non-Hispanic"
"3478",4832,1,2,1983,1,256112,16,16,4,5,357009,"MA","Non-Black/Non-Hispanic"
"3479",4833,1,3,1980,1,305549,20,19,4,6,449918,"PhD","Non-Black/Non-Hispanic"
"3480",4834,2,2,1980,1,325517,10,11,4,1,447065,"GED","Non-Black/Non-Hispanic"
"3481",4835,1,5,1983,1,259207,10,11,4,2,361324,"HS Diploma","Non-Black/Non-Hispanic"
"3482",4837,2,3,1980,1,325517,12,16,4,4,447065,"BA","Non-Black/Non-Hispanic"
"3483",4838,2,6,1982,1,289570,12,12,4,5,360855,"MA","Non-Black/Non-Hispanic"
"3484",4839,1,3,1984,1,291273,12,12,4,5,403332,"MA","Non-Black/Non-Hispanic"
"3485",4841,2,5,1982,1,289570,15,8,4,3,360855,"AA","Non-Black/Non-Hispanic"
"3486",4842,2,3,1984,1,297675,15,8,4,5,379091,"MA","Non-Black/Non-Hispanic"
"3487",4843,2,6,1981,1,279335,12,12,4,2,387831,"HS Diploma","Non-Black/Non-Hispanic"
"3488",4844,1,2,1983,1,275463,12,12,4,2,383983,"HS Diploma","Non-Black/Non-Hispanic"
"3489",4845,1,3,1981,1,288007,NA,12,4,3,402013,"AA","Non-Black/Non-Hispanic"
"3490",4846,2,2,1983,1,297306,NA,12,4,1,383134,"GED","Non-Black/Non-Hispanic"
"3491",4847,1,8,1980,1,328635,NA,NA,4,1,483912,"GED","Non-Black/Non-Hispanic"
"3492",4848,1,1,1984,1,309539,NA,12,4,2,428626,"HS Diploma","Non-Black/Non-Hispanic"
"3493",4849,1,11,1982,1,300373,16,13,4,1,432349,"GED","Non-Black/Non-Hispanic"
"3494",4851,1,9,1984,1,309539,NA,12,4,2,428626,"HS Diploma","Non-Black/Non-Hispanic"
"3495",4852,2,10,1980,1,345931,16,14,4,4,475102,"BA","Non-Black/Non-Hispanic"
"3496",4853,1,5,1984,1,309539,18,17,4,4,428626,"BA","Non-Black/Non-Hispanic"
"3497",4855,2,8,1983,1,297306,12,12,4,5,383134,"MA","Non-Black/Non-Hispanic"
"3498",4856,2,12,1981,1,207053,NA,4,2,2,252248,"HS Diploma","Hispanic"
"3499",4857,2,9,1984,1,226527,NA,4,2,2,293376,"HS Diploma","Hispanic"
"3500",4860,2,4,1980,1,314483,NA,13,4,2,431911,"HS Diploma","Non-Black/Non-Hispanic"
"3501",4862,2,4,1981,1,253941,11,12,4,3,352573,"AA","Non-Black/Non-Hispanic"
"3502",4863,1,11,1981,1,261824,14,16,4,4,365466,"BA","Non-Black/Non-Hispanic"
"3503",4864,1,7,1984,1,281400,14,16,4,1,389660,"GED","Non-Black/Non-Hispanic"
"3504",4865,2,3,1982,1,279754,12,16,4,2,348622,"HS Diploma","Non-Black/Non-Hispanic"
"3505",4867,2,3,1982,1,279754,11,8,4,0,348622,"None","Non-Black/Non-Hispanic"
"3506",4868,2,10,1981,1,253941,11,11,4,2,352573,"HS Diploma","Non-Black/Non-Hispanic"
"3507",4869,1,2,1983,1,260052,NA,11,4,2,362501,"HS Diploma","Non-Black/Non-Hispanic"
"3508",4870,1,8,1980,1,310250,12,12,4,4,456840,"BA","Non-Black/Non-Hispanic"
"3509",4871,2,9,1981,1,263708,NA,13,4,4,366134,"BA","Non-Black/Non-Hispanic"
"3510",4872,1,12,1982,1,283569,NA,13,4,3,408162,"AA","Non-Black/Non-Hispanic"
"3511",4873,2,9,1982,1,290514,12,12,4,3,362031,"AA","Non-Black/Non-Hispanic"
"3512",4874,1,6,1984,1,292223,12,12,4,2,404647,"HS Diploma","Non-Black/Non-Hispanic"
"3513",4875,2,12,1982,1,290514,12,14,4,5,362031,"MA","Non-Black/Non-Hispanic"
"3514",4876,2,8,1982,1,290514,14,14,4,4,362031,"BA","Non-Black/Non-Hispanic"
"3515",4877,2,6,1984,1,298645,14,14,4,2,380327,"HS Diploma","Non-Black/Non-Hispanic"
"3516",4878,2,1,1982,1,290514,12,12,4,5,362031,"MA","Non-Black/Non-Hispanic"
"3517",4880,2,2,1983,1,280674,9,11,4,0,361699,"None","Non-Black/Non-Hispanic"
"3518",4881,2,5,1983,1,285294,14,14,4,4,367653,"BA","Non-Black/Non-Hispanic"
"3519",4882,2,8,1981,1,253941,16,15,4,4,352573,"BA","Non-Black/Non-Hispanic"
"3520",4884,1,1,1980,1,298759,11,11,4,1,439920,"GED","Non-Black/Non-Hispanic"
"3521",4885,2,1,1983,1,270278,16,16,4,2,348303,"HS Diploma","Non-Black/Non-Hispanic"
"3522",4886,1,7,1984,1,281400,12,10,4,2,389660,"HS Diploma","Non-Black/Non-Hispanic"
"3523",4889,1,8,1982,1,279002,17,18,4,2,401589,"HS Diploma","Non-Black/Non-Hispanic"
"3524",4890,1,9,1983,1,255865,18,16,4,4,356664,"BA","Non-Black/Non-Hispanic"
"3525",4891,1,8,1982,1,279002,NA,13,4,4,401589,"BA","Non-Black/Non-Hispanic"
"3526",4892,1,8,1982,1,273066,9,11,4,0,393045,"None","Non-Black/Non-Hispanic"
"3527",4894,1,5,1980,1,298759,NA,12,4,3,439920,"AA","Non-Black/Non-Hispanic"
"3528",4895,2,12,1982,1,279754,12,12,4,4,348622,"BA","Non-Black/Non-Hispanic"
"3529",4897,1,5,1984,1,281400,13,12,4,4,389660,"BA","Non-Black/Non-Hispanic"
"3530",4899,2,11,1982,1,284638,14,14,4,4,354709,"BA","Non-Black/Non-Hispanic"
"3531",4900,1,9,1980,1,303976,12,14,4,5,447601,"MA","Non-Black/Non-Hispanic"
"3532",4901,2,7,1980,1,319974,12,12,4,2,439452,"HS Diploma","Non-Black/Non-Hispanic"
"3533",4902,1,4,1983,1,254793,12,12,4,2,355170,"HS Diploma","Non-Black/Non-Hispanic"
"3534",4903,2,3,1983,1,246099,12,14,1,3,306840,"AA","Black"
"3535",4904,2,8,1981,1,258375,12,16,4,3,358729,"AA","Non-Black/Non-Hispanic"
"3536",4906,1,5,1983,1,250421,12,12,4,2,349075,"HS Diploma","Non-Black/Non-Hispanic"
"3537",4907,1,5,1984,1,281400,12,12,4,3,389660,"AA","Non-Black/Non-Hispanic"
"3538",4908,1,11,1980,1,298759,12,NA,4,2,439920,"HS Diploma","Non-Black/Non-Hispanic"
"3539",4909,1,8,1982,1,273066,12,NA,4,2,393045,"HS Diploma","Non-Black/Non-Hispanic"
"3540",4910,1,4,1984,1,281400,12,NA,4,1,389660,"GED","Non-Black/Non-Hispanic"
"3541",4911,1,2,1982,1,273066,12,12,4,5,393045,"MA","Non-Black/Non-Hispanic"
"3542",4912,1,1,1984,1,281400,12,12,4,3,389660,"AA","Non-Black/Non-Hispanic"
"3543",4914,1,10,1983,1,250421,12,14,4,1,349075,"GED","Non-Black/Non-Hispanic"
"3544",4915,2,7,1980,1,314483,12,12,4,3,431911,"AA","Non-Black/Non-Hispanic"
"3545",4916,1,10,1983,1,250421,12,12,4,4,349075,"BA","Non-Black/Non-Hispanic"
"3546",4917,2,10,1981,1,253941,14,14,4,2,352573,"HS Diploma","Non-Black/Non-Hispanic"
"3547",4918,1,6,1981,1,270006,12,12,4,3,376887,"AA","Non-Black/Non-Hispanic"
"3548",4919,1,2,1984,1,290193,12,12,4,2,401837,"HS Diploma","Non-Black/Non-Hispanic"
"3549",4920,1,12,1984,1,290193,12,12,4,2,401837,"HS Diploma","Non-Black/Non-Hispanic"
